text,union_name,f_num,desig_num,count
UFCW - 101,FOOD AND COMMERCIAL WKRS,529964,101,161
IBT-455,TEAMSTERS,2409,455,160
Teamsters Local #135 135,TEAMSTERS,9836,135,160
Massachusetts Nurses Association,MASSACHUSETTS NURSES ASSOCIATION,57925,0,160
SEIU 1199,SERVICE EMPLOYEES,,199,160
AFM-47,MUSICIANS AFL-CIO,12112,47,160
IBT - 283,TEAMSTERS,22549,283,159
IBT - 957,TEAMSTERS,2881,957,159
IBT-330,TEAMSTERS,40100,330,159
IBT-469,TEAMSTERS,22600,469,159
AFSCME-1199C,STATE COUNTY AND MUNI EMPLS AFL-CIO,504772,1199,159
IBT - 75,TEAMSTERS,25404,75,159
Service Employees International Union/United Service Workers West,SERVICE EMPLOYEES,544407,,159
AFGE -,GOVERNMENT EMPLOYEES AFGE AFL-CIO,,,159
IBT-863,TEAMSTERS,1348,863,158
Service Employees International Union 509,SERVICE EMPLOYEES,511865,509,158
SEIU-200,SERVICE EMPLOYEES,542233,200,158
IAM - 1414,MACHINISTS AFL-CIO,30829,1414,158
IBT - 1205,TEAMSTERS,23458,1205,157
IBT - 371,TEAMSTERS,36228,371,157
OPEIU - 13,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,11313,13,157
IBT - 169,TEAMSTERS,21839,169,157
IBT - 445,TEAMSTERS,27514,445,157
IBT-957,TEAMSTERS,2881,957,157
LIUNA-108,LABORERS,541709,108,157
IUOE Local 399,"ENGINEERS, OPERATING, AFL-CIO",28035,399,157
IBT - 541,TEAMSTERS,16715,541,156
UAW-155,AUTO WORKERS AFL-CIO,16100,155,156
IAMAW-1414,MACHINISTS AFL-CIO,30829,1414,156
IBT-70,TEAMSTERS,10997,70,156
IBT-926,TEAMSTERS,19807,926,156
Operating Engineers Union 3,"ENGINEERS, OPERATING, AFL-CIO",35651,3,156
IBEW-1245,ELECTRICAL WORKERS IBEW AFL-CIO,36759,1245,156
IBT - 710,TEAMSTERS,28039,710,155
UAW-2179,AUTO WORKERS AFL-CIO,530794,2179,155
Teamsters 406,TEAMSTERS,29589,406,155
International Brotherhood of Teamsters 117,TEAMSTERS,5960,117,155
IBT-7,TEAMSTERS,5036,7,155
IAM -,MACHINISTS AFL-CIO,,,155
IBT - 890,TEAMSTERS,4180,890,154
IBT - 610,TEAMSTERS,12170,610,154
IBT-838,TEAMSTERS,42299,838,154
UFCW-1245,FOOD AND COMMERCIAL WKRS,2042,1245,154
International Union of Operating Engineers AFL-CIO 501,"ENGINEERS, OPERATING, AFL-CIO",12442,501,154
UFCW-431,FOOD AND COMMERCIAL WKRS,14291,431,154
AGMA-,AMERICAN GUILD OF MUSICAL ARTISTS AFL-CIO,,,154
IAMAW/AMU 701,MACHINISTS AFL-CIO,16910,0,154
IBT - 966,TEAMSTERS,67314,966,153
IBT - 215,TEAMSTERS,28326,215,153
IBT - 107,TEAMSTERS,33820,107,153
IBT - 313,TEAMSTERS,43832,313,153
LIUNA-1686,LABORERS,543563,1686,153
GCC/IBT-2289M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,506413,289,153
OPEIU - 8,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,26712,8,152
UAW - 2179,AUTO WORKERS AFL-CIO,530794,2179,152
IUOE-841,"ENGINEERS, OPERATING, AFL-CIO",31096,841,152
IBT-745,TEAMSTERS,39230,745,152
TEAMSTERS 142,TEAMSTERS,28845,142,152
Teamsters 665,TEAMSTERS,41157,665,152
International Union of Operating Engineers 513,"ENGINEERS, OPERATING, AFL-CIO",39895,513,152
IBT - 830,TEAMSTERS,9324,830,151
UFCW-464A,FOOD AND COMMERCIAL WKRS,2373,464,151
IBT-283,TEAMSTERS,22549,283,151
International Brotherhood of Teamsters 346,TEAMSTERS,26071,346,151
1199 SEIU United Healthcare Workers East 1199,SERVICE EMPLOYEES,31847,,151
IAM - DISTRICT 8,MACHINISTS AFL-CIO,37215,8,151
IBT-542,TEAMSTERS,38722,542,150
IBT-703,TEAMSTERS,22671,703,150
HERE - 84,UNITE HERE,28740,84,150
AGMA -,AMERICAN GUILD OF MUSICAL ARTISTS AFL-CIO,,,150
AFSCME - 1199-J,STATE COUNTY AND MUNI EMPLS AFL-CIO,511735,,150
ONA-,"NURSES ASN, AMERICAN, IND",,0,150
UFCW - 653,FOOD AND COMMERCIAL WKRS,28080,653,149
IBT - 578,TEAMSTERS,30307,578,149
IBT - 355,TEAMSTERS,28763,355,149
IUOE - 95,"ENGINEERS, OPERATING, AFL-CIO",37173,95,149
IBT-371,TEAMSTERS,36228,371,149
International Brotherhood of Teamsters 364,TEAMSTERS,39529,364,149
International Union of Bricklayers & Allied Craftworkers 1 MN-ND-SD,BRICKLAYERS AFL-CIO,530161,,149
NPW - 16,NOVELTY AND PRODUCTION WKRS AFL-CIO,4061,16,149
UFCW-1459,FOOD AND COMMERCIAL WKRS,24770,1459,148
IBT-384,TEAMSTERS,11689,384,148
United Food and Commercial Workers Union 21,FOOD AND COMMERCIAL WKRS,543341,21,148
UFCW - 1102,FOOD AND COMMERCIAL WKRS,12614,1102,148
ILWU 142,LONGSHORE AND WAREHOUSE UNION,,0,148
IBT - 624,TEAMSTERS,41930,624,147
TEAMSTERS 135,TEAMSTERS,9836,135,147
UFCW 1546,FOOD AND COMMERCIAL WKRS,542277,1546,147
UFCW - 700,FOOD AND COMMERCIAL WKRS,529093,700,147
GCC/IBT 25-M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,542772,0,147
ILWU - 6,LONGSHORE AND WAREHOUSE UNION,28319,6,146
IBT-714,TEAMSTERS,6375,714,146
IBT-638,TEAMSTERS,31416,638,146
IBT 120,TEAMSTERS,1526,120,146
IBT-522,TEAMSTERS,17806,522,145
IBT 682,TEAMSTERS,36648,682,145
SEIU-1199P,SERVICE EMPLOYEES,508557,0,145
International Union of Bricklayers & Allied Craftworkers 15,BRICKLAYERS AFL-CIO,,0,145
IBT-507,TEAMSTERS,64048,507,144
IBT-231,TEAMSTERS,18395,231,144
UFCW - 431,FOOD AND COMMERCIAL WKRS,14291,431,144
SEIU Healthcare Michigan,SERVICE EMPLOYEES,543857,,144
IBEW-1430,ELECTRICAL WORKERS IBEW AFL-CIO,52067,1430,144
IAMAW/AMU Local 701,MACHINISTS AFL-CIO,16910,,144
IBT - 959,TEAMSTERS,14285,959,143
IBT - 929,TEAMSTERS,16753,929,143
CLA - 84,CHRISTIAN LABOR UNION IND,61391,84,143
IBT - 638,TEAMSTERS,31416,638,143
IAMAW-447 ,MACHINISTS AFL-CIO,15451,447,143
UFCW-876,FOOD AND COMMERCIAL WKRS,39461,876,143
ILWU-6,LONGSHORE AND WAREHOUSE UNION,28319,6,143
IBT-570,TEAMSTERS,27440,570,143
OPEIU-30,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,36801,30,143
Teamsters Local Union No. 251 251,TEAMSTERS,30541,251,143
SIUNA -,SEAFARERS AFL-CIO,52789,0,143
IBT - 572,TEAMSTERS,24471,572,142
IBT - 179,TEAMSTERS,17603,179,142
IBT - 331,TEAMSTERS,11756,331,142
IBT - 408,TEAMSTERS,4817,408,142
IUOE-835,"ENGINEERS, OPERATING, AFL-CIO",12616,835,142
IBT-293,TEAMSTERS,13201,293,141
UFCW-1445,FOOD AND COMMERCIAL WKRS,19892,1445,141
UFCW-1439,FOOD AND COMMERCIAL WKRS,34163,1439,141
TEAMSTERS 560,TEAMSTERS,21915,560,141
International Union of Operating Engineers Local 399,"ENGINEERS, OPERATING, AFL-CIO",28035,399,141
UFCW - 770,FOOD AND COMMERCIAL WKRS,517385,770,141
Eastern Atlantic States Regional Council of Carpenters,CARPENTERS IND,35030,,141
BAC-3,BRICKLAYERS AFL-CIO,,0,141
IBT - 166,TEAMSTERS,36206,166,140
IBT-164,TEAMSTERS,33285,164,140
AFSCME-31,STATE COUNTY AND MUNI EMPLS AFL-CIO,511506,31,140
IBT-388M,TEAMSTERS,44245,388,140
IAMAW,MACHINISTS AFL-CIO,,0,140
AFM-6,MUSICIANS AFL-CIO,46854,6,140
IBT - 284,TEAMSTERS,510186,284,139
UFCW - 1439,FOOD AND COMMERCIAL WKRS,34163,1439,139
IBT - 264,TEAMSTERS,38823,264,139
IBT - 692,TEAMSTERS,30558,692,139
SEIU-49,SERVICE EMPLOYEES,34038,49,139
IBT-610,TEAMSTERS,12170,610,139
IBT-786,TEAMSTERS,4913,786,139
IBT-533,TEAMSTERS,14938,533,139
IBT - 43,TEAMSTERS,,0,139
IUOE - 106,"ENGINEERS, OPERATING, AFL-CIO",17173,106,138
IBT - 769,TEAMSTERS,61186,769,138
IBT - 670,TEAMSTERS,1659,670,138
IBT-716,TEAMSTERS,37849,716,138
Teamsters 743,TEAMSTERS,34094,743,138
Service Employees International Union Local 2015,SERVICE EMPLOYEES,545348,2015,138
IBT-38,TEAMSTERS,23943,38,138
UNITE-HERE-100,UNITE HERE,515249,100,138
IBT - 36,TEAMSTERS,35343,36,137
IBT - 379,TEAMSTERS,1923,379,137
IBT-743,TEAMSTERS,34094,743,137
IBT 117,TEAMSTERS,5960,117,137
UFCW - 108,FOOD AND COMMERCIAL WKRS,22833,108,137
UFCW - 876,FOOD AND COMMERCIAL WKRS,39461,876,136
IBT - 589,TEAMSTERS,42242,589,136
IBT-125,TEAMSTERS,7165,125,136
UFCW -1189,FOOD AND COMMERCIAL WKRS,544428,1189,136
IBT - 311,TEAMSTERS,9225,311,135
IUOE 825,"ENGINEERS, OPERATING, AFL-CIO",12429,825,135
HERE - 274,UNITE HERE,504832,274,134
IUOE-428,"ENGINEERS, OPERATING, AFL-CIO",40109,428,134
IBT - 542,TEAMSTERS,38722,542,133
IBT - 570,TEAMSTERS,27440,570,133
IBT - 315,TEAMSTERS,9807,315,133
UFCW - 1099,FOOD AND COMMERCIAL WKRS,30071,1099,133
UFCW-1500,FOOD AND COMMERCIAL WKRS,22675,1500,133
International Association of Machinists & Aerospace Workers 447,MACHINISTS AFL-CIO,15451,447,133
UFCW-700,FOOD AND COMMERCIAL WKRS,529093,700,133
MANA -,MASSACHUSETTS NURSES ASSOCIATION,57925,0,133
UMW -,"MINE WORKERS, UNITED, AFL-CIO",,0,133
IBT-115,TEAMSTERS,12292,115,132
IUOE-98,"ENGINEERS, OPERATING, AFL-CIO",19823,98,132
International Brotherhood of Teamsters 813,TEAMSTERS,36119,813,132
IBT - 38,TEAMSTERS,13037,38,132
Teamsters District Council 2 388M,TEAMSTERS,44245,388,132
SPFPA-,"SECURITY POLICE, FIRE PROF, IND",,0,132
IBT-245,TEAMSTERS,45585,245,131
IAMAW-1173,MACHINISTS AFL-CIO,5757,1173,131
IBT-100,TEAMSTERS,32509,100,131
IUOE-68-68A-68B-68C,"ENGINEERS, OPERATING, AFL-CIO",3188,68,131
IBEW-46,ELECTRICAL WORKERS IBEW AFL-CIO,6336,46,131
UFCW - 4,FOOD AND COMMERCIAL WKRS,,0,131
UFCW-653,FOOD AND COMMERCIAL WKRS,28080,653,130
IBT-916,TEAMSTERS,41023,916,130
IBT-270,TEAMSTERS,37852,270,130
IBT-210 ,TEAMSTERS,46272,210,130
IUOE-649,"ENGINEERS, OPERATING, AFL-CIO",17852,649,130
IAMAW-777,MACHINISTS AFL-CIO,42458,777,130
IUOE-18S,"ENGINEERS, OPERATING, AFL-CIO",39040,18,130
IUOE Local 825,"ENGINEERS, OPERATING, AFL-CIO",12429,825,130
General Teamsters Local Union No. 200 ,TEAMSTERS,13815,200,130
International Union of Operating Engineers 17,"ENGINEERS, OPERATING, AFL-CIO",30561,17,130
UBC-GREATER ST LOUIS DC,CARPENTERS IND,2637,,130
IBEW - 1245,ELECTRICAL WORKERS IBEW AFL-CIO,36759,1245,130
AFM - 47,MUSICIANS AFL-CIO,12112,47,130
General Teamsters Local Union No. 200,TEAMSTERS,13815,200,130
IAM-447 District 15,MACHINISTS AFL-CIO,15451,447,130
NPW - 18,NOVELTY AND PRODUCTION WKRS AFL-CIO,,18,130
UFCW-4,FOOD AND COMMERCIAL WKRS,,0,130
UFCW - 1529,FOOD AND COMMERCIAL WKRS,33946,1529,129
IBT-414,TEAMSTERS,17875,414,129
IBT-170,TEAMSTERS,19903,170,129
IAMAW 447,MACHINISTS AFL-CIO,15451,447,129
Laborers International Union of North America 60,LABORERS,34958,60,129
COIU -,"INDEPENDENT UNIONS, CONGRESS OF",,,129
IBEW-125,ELECTRICAL WORKERS IBEW AFL-CIO,26009,125,129
IBT - 673,TEAMSTERS,21933,673,128
UFCW - 1500,FOOD AND COMMERCIAL WKRS,22675,1500,128
UFCW-1996,FOOD AND COMMERCIAL WKRS,540249,1996,128
IBT-386,TEAMSTERS,41413,386,128
OPEIU-11,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,4824,11,128
GCIU - 458-3M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,22667,458,128
IBT - 182,TEAMSTERS,13876,182,127
IBT - 231,TEAMSTERS,18395,231,127
IBT-78,TEAMSTERS,22708,78,127
IBT-470,TEAMSTERS,41187,470,127
UFCW Local 1546,FOOD AND COMMERCIAL WKRS,542277,1546,127
Office & Professional Employees International Union AFL-CIO-CLC 537,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,530711,537,127
UFCW-7,FOOD AND COMMERCIAL WKRS,23866,7,127
Service Employees International Union 200United,SERVICE EMPLOYEES,542233,200,127
UFCW - 342-50,FOOD AND COMMERCIAL WKRS,24913,342,127
IBT-962,TEAMSTERS,36804,962,126
IAMAW-1363,MACHINISTS AFL-CIO,17651,1363,126
Washington State Nurses Association,TEACHERS AFL-CIO,42203,,126
USW,"STEELWORKERS, AFL-CIO",,,126
IBT-43,TEAMSTERS,,0,126
IBT - 110,TEAMSTERS,12194,110,125
IBT-449,TEAMSTERS,2199,449,125
International Brotherhood of Teamsters 231,TEAMSTERS,18395,231,125
SEIU-HC MN,SERVICE EMPLOYEES,57419,,125
IBT - 745,TEAMSTERS,39230,745,124
UFCW - 911,FOOD AND COMMERCIAL WKRS,540184,911,124
IBT-287,TEAMSTERS,46335,287,124
IBT-14,TEAMSTERS,33295,14,124
IBT-284,TEAMSTERS,510186,284,124
AFTRA -,SAG-AFTRA,,,124
IBEW - 702,ELECTRICAL WORKERS IBEW AFL-CIO,22643,702,124
HERE - 12,UNITE HERE,69609,12,124
BAC - 1,BRICKLAYERS AFL-CIO,,0,124
IBT - 245,TEAMSTERS,45585,245,123
IBT-90,TEAMSTERS,26747,90,123
IBT-580,TEAMSTERS,34130,580,123
OPEIU-459,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,71162,459,123
United Food & Commercial Workers 555,FOOD AND COMMERCIAL WKRS,516833,555,123
SEIU/NEHCEU-1199,SERVICE EMPLOYEES,513846,,123
AFM-,MUSICIANS AFL-CIO,,0,123
SEIU - 585,SERVICE EMPLOYEES,69505,585,122
IUOE-547,"ENGINEERS, OPERATING, AFL-CIO",11777,547,122
UFCW-324,FOOD AND COMMERCIAL WKRS,22620,324,122
United Food & Commercial Workers 3000,FOOD AND COMMERCIAL WKRS,543341,3000,122
NEHCEU-1199,SERVICE EMPLOYEES,513846,,122
BCTGM - 102,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,2,122
IBT - 287,TEAMSTERS,46335,287,121
IBT - 293,TEAMSTERS,13201,293,121
UFCW-1059,FOOD AND COMMERCIAL WKRS,23709,1059,121
UFCW-1529,FOOD AND COMMERCIAL WKRS,33946,1529,121
IBT-955,TEAMSTERS,15380,955,121
IUOE 399 -,"ENGINEERS, OPERATING, AFL-CIO",28035,399,121
UFCW-227,FOOD AND COMMERCIAL WKRS,24915,227,121
IBT - 87,TEAMSTERS,36442,87,121
IBT - 26,TEAMSTERS,8190,26,121
IBT-87,TEAMSTERS,39861,87,121
CANA -,CALIFORNIA NURSES ASSOCIATION,15724,,121
IBEW-1547,ELECTRICAL WORKERS IBEW AFL-CIO,19504,1547,121
Teamsters Union 170,TEAMSTERS,19903,170,120
United Food and Commercial Workers Union 1776KS,FOOD AND COMMERCIAL WKRS,45254,1776,120
IBT - 1034,TEAMSTERS,9021,1034,120
IBT - 533,TEAMSTERS,14938,533,119
IBT - 90,TEAMSTERS,26747,90,119
HERE - 2,UNITE HERE,507427,2,119
IUOE-4,"ENGINEERS, OPERATING, AFL-CIO",33610,4,119
SEIU 73,SERVICE EMPLOYEES,36758,73,119
IBT - 848,TEAMSTERS,1429,848,118
IBT - 414,TEAMSTERS,17875,414,118
UA-636,PLUMBERS AFL-CIO,22479,636,118
OPEIU-13,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,11313,13,118
OPEIU-23,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,23637,23,118
IATSE N/A,STAGE AND PICTURE OPERATORS AFL-CIO,,,118
IATSE-,STAGE AND PICTURE OPERATORS AFL-CIO,,,118
SEIU - 1199 UPSTATE,SERVICE EMPLOYEES,541907,,118
USW-8,"STEELWORKERS, AFL-CIO",18001,8,118
SEIU - 49,SERVICE EMPLOYEES,34038,49,117
HERE - 54,UNITE HERE,71117,54,117
IBT-890,TEAMSTERS,4180,890,117
IBT-36,TEAMSTERS,35343,36,117
IBT-311,TEAMSTERS,9225,311,117
UFCW-371,FOOD AND COMMERCIAL WKRS,25718,371,117
IUOE-917,"ENGINEERS, OPERATING, AFL-CIO",7129,917,117
INTERNATIONAL BROTHERHOOD OF TEAMSTERS 813,TEAMSTERS,36119,813,117
International Union Of Operating Engineers 49,"ENGINEERS, OPERATING, AFL-CIO",4588,49,117
Carpenters' District Council of Greater St. Louis-,CARPENTERS IND,2637,,117
IBEW-292,ELECTRICAL WORKERS IBEW AFL-CIO,27529,292,117
IBEW-309,ELECTRICAL WORKERS IBEW AFL-CIO,24070,309,117
GCIU - 1-M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,519030,1,117
IBT - 916,TEAMSTERS,41023,916,116
IBT - 328,TEAMSTERS,11760,328,116
IBT-97,TEAMSTERS,35045,97,116
UFCW-99,FOOD AND COMMERCIAL WKRS,2911,99,116
IBT-186,TEAMSTERS,5693,186,116
IBT-348,TEAMSTERS,26316,348,116
TEAMSTERS UNION 495,TEAMSTERS,22982,495,116
HERE - 17,UNITE HERE,506435,17,116
UFCW - 428,FOOD AND COMMERCIAL WKRS,27504,428,116
OPEIU - 42,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,50137,42,115
SEIU - 535,SERVICE EMPLOYEES,505448,535,115
OPEIU - 459,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,71162,459,115
IBT-707,TEAMSTERS,33570,707,115
IBT-631,TEAMSTERS,2927,631,115
SEIU - 1199 NEHCEU,SERVICE EMPLOYEES,513846,,115
Service Employees International Union Local 32BJ,SERVICE EMPLOYEES,11661,32,115
BCTGM-102,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,2,115
IBT - 528,TEAMSTERS,62785,528,114
IBT-110,TEAMSTERS,12194,110,114
IUOE-513,"ENGINEERS, OPERATING, AFL-CIO",39895,513,114
IUOE 324,"ENGINEERS, OPERATING, AFL-CIO",19088,324,114
United Association of Journeymen & Apprentices of the Plumbing & Pipe Fitting Industry of the United States & Canada 420,PLUMBERS AFL-CIO,1114,420,114
UFCW-1167,FOOD AND COMMERCIAL WKRS,41697,1167,114
IBEW 3,ELECTRICAL WORKERS IBEW AFL-CIO,,,114
IAM - 1414 DL 190,MACHINISTS AFL-CIO,30829,1414,114
BCTGM-19,"BAKERY, TOBACCO AND GRAIN AFL-CIO",,0,114
IBT - 404,TEAMSTERS,22573,404,113
IBT - 531,TEAMSTERS,69094,531,113
LIUNA - 1184,LABORERS,2836,1184,113
IBT - 500,TEAMSTERS,65960,500,113
IBT-160,TEAMSTERS,46090,160,113
IBT-279,TEAMSTERS,9315,279,113
IUOE-351,"ENGINEERS, OPERATING, AFL-CIO",41283,351,113
IBT-722,TEAMSTERS,33333,722,113
International Brotherhood of Teamsters 107,TEAMSTERS,33820,107,113
CWA - DISTRICT 7,COMMUNICATIONS WORKERS AFL-CIO,12590,7,113
IATSE -,STAGE AND PICTURE OPERATORS AFL-CIO,,,113
IATSE-1,STAGE AND PICTURE OPERATORS AFL-CIO,,,113
UNITEHERE-2,UNITE HERE,507427,2,113
SEIU / UHWE-1199,SERVICE EMPLOYEES,31847,,113
IBT - 330,TEAMSTERS,40100,330,112
UFCW - 1445,FOOD AND COMMERCIAL WKRS,19892,1445,112
IBT - 261,TEAMSTERS,15399,261,112
IBT - 164,TEAMSTERS,33285,164,112
IBT-701,TEAMSTERS,2101,701,112
IUANPW-30,NOVELTY AND PRODUCTION WKRS AFL-CIO,543087,30,112
IBT-169,TEAMSTERS,21839,169,112
IBT-312,TEAMSTERS,4079,312,112
"Chauffeurs, Teamsters and Helpers 150",TEAMSTERS,3293,150,112
IAMAW-66,MACHINISTS AFL-CIO,,0,112
IBT - 279,TEAMSTERS,9315,279,111
IUOE - 98,"ENGINEERS, OPERATING, AFL-CIO",19823,98,111
IBT-493,TEAMSTERS,12610,493,111
International Brotherhood of Teamsters 202,TEAMSTERS,26719,202,111
SEIU LOCAL 2015 2015,SERVICE EMPLOYEES,545348,2015,111
SEIU - 200B,SERVICE EMPLOYEES,517384,200,111
SEIU - 73,SERVICE EMPLOYEES,36758,73,111
SEIU Healthcare Minnesota,SERVICE EMPLOYEES,57419,,111
IATSE-835,STAGE AND PICTURE OPERATORS AFL-CIO,541515,835,111
AFSCME - COUNCIL 31,STATE COUNTY AND MUNI EMPLS AFL-CIO,511506,31,111
Unite Here-11,UNITE HERE,507066,11,111
UAW-,AUTO WORKERS AFL-CIO,,0,111
IBT - 537,TEAMSTERS,12638,537,110
IBT - 838,TEAMSTERS,42299,838,110
UFCW - 1540,FOOD AND COMMERCIAL WKRS,3391,1540,110
IBT - 580,TEAMSTERS,34130,580,110
SEIU District 1199,SERVICE EMPLOYEES,,199,110
BAC-9,BRICKLAYERS AFL-CIO,,0,110
IUOE - 101,"ENGINEERS, OPERATING, AFL-CIO",22411,101,109
IBT - 764,TEAMSTERS,28641,764,109
IUOE - 841,"ENGINEERS, OPERATING, AFL-CIO",31096,841,109
IBT-261,TEAMSTERS,15399,261,109
IBT-500,TEAMSTERS,65960,500,109
IUOE-9,"ENGINEERS, OPERATING, AFL-CIO",24023,9,109
UFCW-348-S,FOOD AND COMMERCIAL WKRS,60069,348,109
"International Union of Operating Engineers, AFL CIO 501","ENGINEERS, OPERATING, AFL-CIO",12442,501,109
International Union of Operating Engineers 99,"ENGINEERS, OPERATING, AFL-CIO",14608,99,109
International Union of Operating Engineers AFL-CIO 30,"ENGINEERS, OPERATING, AFL-CIO",19779,30,109
CNA-,CALIFORNIA NURSES ASSOCIATION,15724,,109
SEIU Connecticut Rhode Island-1199,SERVICE EMPLOYEES,513846,,109
Sheet Metal Workers' Local Union 28,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",11371,,109
IBT - 763,TEAMSTERS,44761,763,108
IBT - 228,TEAMSTERS,40097,228,108
UFCW - 534,FOOD AND COMMERCIAL WKRS,19245,534,108
IBT-299,TEAMSTERS,34784,299,108
IBT-671,TEAMSTERS,23964,671,108
International Union of Operating Engineers AFL-CIO 99,"ENGINEERS, OPERATING, AFL-CIO",14608,99,108
SEIU  73,SERVICE EMPLOYEES,36758,73,108
IATSE-500,STAGE AND PICTURE OPERATORS AFL-CIO,542636,500,108
BAC -2 NY/VT,BRICKLAYERS AFL-CIO,537333,,108
SHEET METAL WORKERS' LOCAL UNION 28,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",11371,,108
IBT - 968,TEAMSTERS,32876,968,107
BCTGM-114,"BAKERY, TOBACCO AND GRAIN AFL-CIO",36756,114,107
SEIU-615,SERVICE EMPLOYEES,542718,615,107
IUOE-627,"ENGINEERS, OPERATING, AFL-CIO",41163,627,107
International Brotherhood of Teamsters 688,TEAMSTERS,25471,688,107
United Food & Commercial Workers 1189,FOOD AND COMMERCIAL WKRS,544428,1189,107
SEIU - 1199E-DC,SERVICE EMPLOYEES,69557,,107
IAMAW-8,MACHINISTS AFL-CIO,,0,107
IBT - 443,TEAMSTERS,35774,443,106
IBT - 507,TEAMSTERS,64048,507,106
IBT - 381,TEAMSTERS,33659,381,106
IUANPW-16,NOVELTY AND PRODUCTION WKRS AFL-CIO,4061,16,106
IBT-443,TEAMSTERS,35774,443,106
IBT-326,TEAMSTERS,65291,326,106
IBT-301,TEAMSTERS,25052,301,106
UFCW 75,FOOD AND COMMERCIAL WKRS,544266,75,106
International Brotherhood of Teamsters 760,TEAMSTERS,43443,760,106
National Union of Healthcare Workers,NATIONAL UNION OF HEALTHCARE WORKERS,544076,,106
UNITEHERE-450,UNITE HERE,22738,450,106
Unite Here AFL-CIO 2,UNITE HERE,507427,2,106
SMW - 10,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",516361,,106
International Union of Operating Engineers AFL-CIO,"ENGINEERS, OPERATING, AFL-CIO",,0,106
Bricklayers & Allied Craftworkers 2 NY/VT,BRICKLAYERS AFL-CIO,537333,0,106
SMW - 170,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",41937,170,105
GCC-388M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,44245,388,105
IBT-295,TEAMSTERS,15398,295,105
Teamsters 690,TEAMSTERS,1070,690,105
IBT 346,TEAMSTERS,26071,346,105
International Union of Operating Engineers AFL-CIO 542,"ENGINEERS, OPERATING, AFL-CIO",38130,542,105
IBEW-304,ELECTRICAL WORKERS IBEW AFL-CIO,6349,304,105
BAC Local 15,BRICKLAYERS AFL-CIO,,,105
HERE - 1,UNITE HERE,544261,1,105
IBT - 722,TEAMSTERS,33333,722,104
IBT - 325,TEAMSTERS,42250,325,104
IBT - 116,TEAMSTERS,14200,116,104
IBT - 912,TEAMSTERS,1263,912,104
IBT-589,TEAMSTERS,42242,589,104
IBT-1205,TEAMSTERS,23458,1205,104
IBT-325,TEAMSTERS,42250,325,104
UFCW-101,FOOD AND COMMERCIAL WKRS,529964,101,104
UFCW-455,FOOD AND COMMERCIAL WKRS,38003,455,104
General Teamsters 137,TEAMSTERS,30469,137,104
International Union of Operating Engineers 701,"ENGINEERS, OPERATING, AFL-CIO",23992,701,104
International Brotherhood of Teamsters 135,TEAMSTERS,9836,135,104
IAM - 698,MACHINISTS AFL-CIO,1728,698,104
UFCW District 1-152,FOOD AND COMMERCIAL WKRS,543600,152,104
WSNA-,TEACHERS AFL-CIO,42203,0,104
IBT-404 Council 10,TEAMSTERS,22573,404,104
IBT - 970,TEAMSTERS,43880,970,103
IBT-996,TEAMSTERS,28511,996,103
IBT-995,TEAMSTERS,66774,995,103
UFCW-348,FOOD AND COMMERCIAL WKRS,60069,348,103
Teamsters Local Union 89,TEAMSTERS,20926,89,103
IBEW - 1710,ELECTRICAL WORKERS IBEW AFL-CIO,28842,1710,103
Workers United,"WORKERS UNITED, SEIU",,,103
"International Union of Painters & Allied Trades Local 1974, District Council 9",PAINTERS AFL-CIO,70469,1974,103
IBT - 347,TEAMSTERS,14298,347,102
IBT - 375,TEAMSTERS,5014,375,102
IBT - 863,TEAMSTERS,1348,863,102
UFCW - 1996,FOOD AND COMMERCIAL WKRS,540249,1996,102
LIUNA-1184,LABORERS,2836,1184,102
IBT-305,TEAMSTERS,5158,305,102
Teamsters 676,TEAMSTERS,22462,676,102
GCIU - 747M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,516751,747,102
ANA - ORNA,TEACHERS AFL-CIO,45168,0,102
HERE - 57,UNITE HERE,71089,57,101
UFCW - 517-S,FOOD AND COMMERCIAL WKRS,7720,517,101
IBT-670,TEAMSTERS,1659,670,101
IBT-908,TEAMSTERS,22539,908,101
